"ProjectName","Scenario","Watershed","Total.contributing.area.to.outlet..ha.","Precipitation..m.3.yr.","Precipitation.per.area..mm.yr.","Stream.discharge..m.3.yr.","Stream.discharge.per.area..mm.yr.","Total.hillslope.soil.loss..tonne.yr.","Total.hillslope.soil.loss.per.area..kg.ha.yr.","Total.channel.soil.loss..tonne.yr.","Total.channel.soil.loss.per.area..kg.ha.yr.","Sediment.discharge..tonne.yr.","Sediment.discharge.per.area..kg.ha.yr.","Sediment.delivery.ratio.for.watershed","Phosphorus.discharge..kg.yr.","Phosphorus.discharge.per.area..kg.ha.yr.","Particle.Fraction.Under.0.016.mm","Sediment.Yield.of.Particles.Under.0.016.mm..tonne.yr.","Sediment.Yield.of.Particles.Under.0.016.mm.per.area..kg.ha.yr."
"lt_202010_52_Paradise_Flat_LowSev","LowSev","52_Paradise_Flat",149.31,1560472,1045.1222289197,1030699,690.308083852388,104.2,697.876900408546,28.7,192.217533989686,120.3,805.706248744223,0.905,137.4,0.920233072131806,0.0823,9.90069,66.3096242716496
"lt_202010_52_Paradise_Flat_ModSev","ModSev","52_Paradise_Flat",149.31,1560472,1045.1222289197,1097408,734.986270176144,621.4,4161.81099725404,30.8,206.282231598687,368.3,2466.68006161677,0.565,410.4,2.74864376130199,0.0984,36.24072,242.72131806309
"lt_202010_52_Paradise_Flat_PrescFire","PrescFire","52_Paradise_Flat",149.31,1560472,1045.1222289197,976933,654.298439488313,58,388.453553010515,27.2,182.171321411828,83.3,557.899671823722,0.977,96.5,0.646306342508874,0.0916,7.63028,51.103609939053
"lt_202010_52_Paradise_Flat_SimFire.fccsFuels_obs_cli","SimFire_fccsFuels_obs_cli","52_Paradise_Flat",149.31,1560472,1045.1222289197,1059739,709.757551403121,145,971.133882526288,29.3,196.236019020829,158.1,1058.87080570625,0.907,179.1,1.19951778179626,0.0981,15.50961,103.875226039783
"lt_202010_52_Paradise_Flat_SimFire.landisFuels_fut_cli_A2","SimFire_landisFuels_fut_cli_A2","52_Paradise_Flat",149.31,1551431,1039.06704172527,990347,663.282432522939,198.6,1330.11854530842,25.6,171.455361328779,204.9,1372.31263813542,0.914,230.3,1.54242850445382,0.0836,17.12964,114.725336548121
"lt_202010_52_Paradise_Flat_SimFire.landisFuels_obs_cli","SimFire_landisFuels_obs_cli","52_Paradise_Flat",149.31,1560472,1045.1222289197,1058282,708.781729288058,119.4,799.678521197509,29.3,196.236019020829,137.5,920.902819636997,0.925,156.4,1.04748509811801,0.0878,12.0725,80.8552675641283
"lt_202010_52_Paradise_Flat_Thinn85","Thinn85","52_Paradise_Flat",149.31,1560472,1045.1222289197,1013057,678.492398365816,16.4,109.838590851249,28.7,192.217533989686,45.3,303.395619851316,1.004,54.7,0.366351885339227,0.1373,6.21969,41.6562186055857
"lt_202010_52_Paradise_Flat_Thinn93","Thinn93","52_Paradise_Flat",149.31,1560472,1045.1222289197,1012640,678.213113656152,13.3,89.0764181903422,28.7,192.217533989686,42.1,281.963699685219,1.004,51.3,0.343580470162749,0.1432,6.02872,40.3772017949233
"lt_202010_52_Paradise_Flat_Thinn96","Thinn96","52_Paradise_Flat",149.31,1560472,1045.1222289197,1012459,678.091889357712,12.3,82.3789431384368,28.7,192.217533989686,41.1,275.266224633313,1.004,50.2,0.336213247605653,0.1455,5.98005,40.0512356841471
"lt_202010_53_Lonely_Gulch_CurCond","CurCond","53_Lonely_Gulch",246.11,2811728,1142.46800211288,1799109,731.01824387469,2.6,10.5643817805047,92.8,377.067165088781,95.6,388.444191621633,1.002,113.8,0.462394864085165,0.1882,17.99192,73.1051968631913
"lt_202010_53_Lonely_Gulch_HighSev","HighSev","53_Lonely_Gulch",246.11,2811728,1142.46800211288,2146461,872.155133883223,2496.1,10142.2128316606,112.7,457.925317947259,2615,10625.3301369306,1.002,2886.8,11.7297143553696,0.0648,169.452,688.521392873106
"lt_202010_53_Lonely_Gulch_LowSev","LowSev","53_Lonely_Gulch",246.11,2811728,1142.46800211288,1959311,796.111901182398,54.8,222.664662142944,102.2,415.261468449067,159.2,646.865222867823,1.014,184.7,0.750477428792004,0.1389,22.11288,89.8495794563406
"lt_202010_53_Lonely_Gulch_ModSev","ModSev","53_Lonely_Gulch",246.11,2811728,1142.46800211288,2065150,839.116655154199,693.8,2819.06464589005,108.1,439.23448864329,872,3543.13112023079,1.087,969.3,3.93848279224737,0.0608,53.0176,215.422372110032
"lt_202010_53_Lonely_Gulch_PrescFire","PrescFire","53_Lonely_Gulch",246.11,2811728,1142.46800211288,1894101,769.61561903214,35.9,145.869733046199,98.5,400.227540530657,137.6,559.0995896144,1.024,160.5,0.652147413758076,0.1491,20.51616,83.361748811507
"lt_202010_53_Lonely_Gulch_SimFire.fccsFuels_obs_cli","SimFire_fccsFuels_obs_cli","53_Lonely_Gulch",246.11,2811728,1142.46800211288,1992871,809.748080126773,76.4,310.430295396367,103.4,420.137336963147,182.3,740.725691763845,1.014,210.2,0.854089634716184,0.1346,24.53758,99.7016781114136
"lt_202010_53_Lonely_Gulch_SimFire.landisFuels_fut_cli_A2","SimFire_landisFuels_fut_cli_A2","53_Lonely_Gulch",246.11,2667882,1084.02015358986,1796391,729.913859656251,188.7,766.730323838934,89.6,364.064849051237,277.7,1128.35723863313,0.998,128623.9,522.627686806712,0.1087,30.18599,122.652431839421
"lt_202010_53_Lonely_Gulch_SimFire.landisFuels_obs_cli","SimFire_landisFuels_obs_cli","53_Lonely_Gulch",246.11,2811728,1142.46800211288,1994214,810.293771077973,76.4,310.430295396367,103.5,420.54365933932,182.4,741.132014140019,1.014,210.3,0.854495957092357,0.1346,24.55104,99.7563691032465
"lt_202010_53_Lonely_Gulch_Thinn85","Thinn85","53_Lonely_Gulch",246.11,2811728,1142.46800211288,1953390,793.706066393076,13.5,54.8535207833895,102.5,416.480435577587,117.3,476.616147251229,1.012,138.5,0.562756490999959,0.1721,20.18733,82.0256389419365
"lt_202010_53_Lonely_Gulch_Thinn93","Thinn93","53_Lonely_Gulch",246.11,2811728,1142.46800211288,1951982,793.133964487424,10,40.6322376173256,102.4,416.074113201414,113.4,460.769574580472,1.009,134.3,0.545690951200683,0.1767,20.03778,81.4179838283694
"lt_202010_53_Lonely_Gulch_Thinn96","Thinn96","53_Lonely_Gulch",246.11,2811728,1142.46800211288,1951213,792.821502580147,9,36.569013855593,102.4,416.074113201414,112.2,455.893706066393,1.008,132.8,0.539596115558084,0.178,19.9716,81.149079679818
"lt_202010_54_Sierra_Creek_CurCond","CurCond","54_Sierra_Creek",211.27,2274107,1076.39844748426,1447925,685.343399441473,6.1,28.8730061059308,25.9,122.591943957968,31.4,148.624982250201,0.979,41.7,0.197377763052019,0.1772,5.56408,26.3363468547356
"lt_202010_54_Sierra_Creek_HighSev","HighSev","54_Sierra_Creek",211.27,2274107,1076.39844748426,1678618,794.536848582383,679,3213.89690916836,30.8,145.785014436503,643.6,3046.33880816017,0.907,716.3,3.39044824158659,0.1208,77.74688,367.997728025749
"lt_202010_54_Sierra_Creek_LowSev","LowSev","54_Sierra_Creek",211.27,2274107,1076.39844748426,1537314,727.653713257916,43.7,206.844322431012,27.6,130.638519430113,67.5,319.496379041038,0.946,82,0.388128934538742,0.1418,9.5715,45.3045865480191
"lt_202010_54_Sierra_Creek_ModSev","ModSev","54_Sierra_Creek",211.27,2274107,1076.39844748426,1612724,763.347375396412,194.9,922.516211482936,29.6,140.105078809107,204.2,966.535712595257,0.909,232.6,1.10096085577697,0.1216,24.83072,117.530742651583
"lt_202010_54_Sierra_Creek_PrescFire","PrescFire","54_Sierra_Creek",211.27,2274107,1076.39844748426,1497577,708.845079755763,23.7,112.178728641075,26.8,126.851895678516,49.9,236.190656505893,0.987,62.6,0.296303308562503,0.1495,7.46005,35.310503147631
"lt_202010_54_Sierra_Creek_SimFire.fccsFuels_obs_cli","SimFire_fccsFuels_obs_cli","54_Sierra_Creek",211.27,2274107,1076.39844748426,1610382,762.238841293132,199.7,945.235953992521,29.5,139.631750840157,209,989.255455104842,0.912,237.8,1.12557391016235,0.1206,25.2054,119.304207885644
"lt_202010_54_Sierra_Creek_SimFire.landisFuels_fut_cli_A2","SimFire_landisFuels_fut_cli_A2","54_Sierra_Creek",211.27,2290191,1084.01145453685,1566268,741.358451270886,376.8,1783.49978700241,27.2,128.745207554314,366.2,1733.32702229375,0.906,416.1,1.96951767879964,0.1197,43.83414,207.479244568562
"lt_202010_54_Sierra_Creek_SimFire.landisFuels_obs_cli","SimFire_landisFuels_obs_cli","54_Sierra_Creek",211.27,2274107,1076.39844748426,1609477,761.810479481233,194.4,920.149571638188,29.6,140.105078809107,203.6,963.695744781559,0.909,232,1.09812088796327,0.1216,24.75776,117.185402565438
"lt_202010_54_Sierra_Creek_Thinn85","Thinn85","54_Sierra_Creek",211.27,2274107,1076.39844748426,1535687,726.883608652435,9.5,44.9661570502201,28.2,133.478487243811,36.9,174.658020542434,0.98,48.2,0.228144081033748,0.1716,6.33204,29.9713163250817
"lt_202010_54_Sierra_Creek_Thinn93","Thinn93","54_Sierra_Creek",211.27,2274107,1076.39844748426,1534775,726.451933544753,8.8,41.6528612675723,28.1,133.005159274862,36.4,172.291380697685,0.984,47.6,0.22530411322005,0.1726,6.28264,29.7374923084205
"lt_202010_54_Sierra_Creek_Thinn96","Thinn96","54_Sierra_Creek",211.27,2274107,1076.39844748426,1534236,726.196809769489,8.6,40.7062053296729,28.1,133.005159274862,36.1,170.871396790836,0.984,47.3,0.223884129313201,0.1726,6.23086,29.4924030860984
"lt_202010_55_Meeks_Creek_CurCond","CurCond","55_Meeks_Creek",1979.62,24562307,1240.75868095897,16245811,820.6530041119,271.8,137.299077600752,712.3,359.816530445237,377.1,190.491104353361,0.383,488.6,0.246815045311727,0.3257,122.82147,62.0429526878896
"lt_202010_55_Meeks_Creek_HighSev","HighSev","55_Meeks_Creek",1979.62,24562307,1240.75868095897,18543887,936.739727826553,8591.8,4340.12588274517,814.6,411.493114840222,656.2,331.477758357665,0.07,810.4,0.409371495539548,0.4204,275.86648,139.353249613562
"lt_202010_55_Meeks_Creek_LowSev","LowSev","55_Meeks_Creek",1979.62,24562307,1240.75868095897,17069167,862.244622705368,514.6,259.948879077803,745.6,376.637940614865,410.5,207.363029268243,0.326,529.9,0.267677635101686,0.3263,133.94615,67.6625564502278
"lt_202010_55_Meeks_Creek_ModSev","ModSev","55_Meeks_Creek",1979.62,24562307,1240.75868095897,17762492,897.267758458694,1910.2,964.932663844576,775.4,391.691334700599,459.8,232.266798678534,0.171,587.2,0.296622584132308,0.3438,158.07924,79.8533253856801
"lt_202010_55_Meeks_Creek_PrescFire","PrescFire","55_Meeks_Creek",1979.62,24562307,1240.75868095897,16692321,843.208343015326,313.9,158.565785352744,729,368.252492902678,391.2,197.613683434194,0.375,550.8,0.278235216859801,0.3257,127.41384,64.3627766945171
"lt_202010_55_Meeks_Creek_SimFire.fccsFuels_obs_cli","SimFire_fccsFuels_obs_cli","55_Meeks_Creek",1979.62,24562307,1240.75868095897,17251322,871.446136127136,916.9,463.169699235207,749.8,378.759559915539,414.4,209.333104333155,0.249,535.4,0.270455946090664,0.3334,138.16096,69.7916569846738
"lt_202010_55_Meeks_Creek_SimFire.landisFuels_fut_cli_A2","SimFire_landisFuels_fut_cli_A2","55_Meeks_Creek",1979.62,21459058,1083.99884826381,14480693,731.488517998404,1790.6,904.517028520625,595.6,300.865822733656,360.5,182.105656641174,0.151,3143.1,1.58772895808286,0.3069,110.63745,55.8882260231762
"lt_202010_55_Meeks_Creek_SimFire.landisFuels_obs_cli","SimFire_landisFuels_obs_cli","55_Meeks_Creek",1979.62,24562307,1240.75868095897,17278723,872.830290661844,1036.4,523.534819813904,751.5,379.61831058486,416.6,210.444428728746,0.233,538.5,0.272021903193542,0.3347,139.43602,70.4357502955113
"lt_202010_55_Meeks_Creek_Thinn85","Thinn85","55_Meeks_Creek",1979.62,24562307,1240.75868095897,16985247,858.00542528364,292,147.503056142088,739.2,373.404996918601,393,198.522948848769,0.381,510.9,0.2580798335034,0.3258,128.0394,64.6787767349289
"lt_202010_55_Meeks_Creek_Thinn93","Thinn93","55_Meeks_Creek",1979.62,24562307,1240.75868095897,16981933,857.838019417868,287.2,145.078348369889,739,373.303967428092,392.7,198.371404613007,0.383,518.6,0.261969468887968,0.3258,127.94166,64.6294036229175
"lt_202010_55_Meeks_Creek_Thinn96","Thinn96","55_Meeks_Creek",1979.62,24562307,1240.75868095897,16980124,857.746638243703,285.8,144.371141936331,739,373.303967428092,392.5,198.270375122498,0.383,521,0.263181822774068,0.3258,127.8765,64.5964882149099
"lt_202010_56_General_Creek_CurCond","CurCond","56_General_Creek",1820.48,23141244,1271.16167164704,15204363,835.184292054843,53.4,29.332923185094,388.5,213.405255756724,268.6,147.543505009668,0.608,349,0.191707681490596,0.2568,68.97648,37.8891720864827
"lt_202010_56_General_Creek_HighSev","HighSev","56_General_Creek",1820.48,23141244,1271.16167164704,17519232,962.341360520302,13613.8,7478.13763403059,468.7,257.459571102127,781.3,429.172525927228,0.055,928.1,0.509810599402355,0.4795,374.63335,205.788226182106
"lt_202010_56_General_Creek_LowSev","LowSev","56_General_Creek",1820.48,23141244,1271.16167164704,16144316,886.816444014765,517.6,284.320618737915,412.9,226.808314290737,309,169.735454385657,0.332,397.5,0.218349006855335,0.2708,83.6772,45.9643610476358
"lt_202010_56_General_Creek_ModSev","ModSev","56_General_Creek",1820.48,23141244,1271.16167164704,16862646,926.274718755493,2945.2,1617.81508173668,437.7,240.431095095799,409.1,224.720952715767,0.121,513.9,0.282288187730708,0.3509,143.55319,78.8545823079628
"lt_202010_56_General_Creek_PrescFire","PrescFire","56_General_Creek",1820.48,23141244,1271.16167164704,15699839,862.40107004746,249.6,137.106697134822,400.8,220.161715591492,287.8,158.090174020039,0.442,372.2,0.204451573211461,0.2666,76.72748,42.1468403937423
"lt_202010_56_General_Creek_SimFire.fccsFuels_obs_cli","SimFire_fccsFuels_obs_cli","56_General_Creek",1820.48,23141244,1271.16167164704,16413558,901.606059940236,1788,982.158551590789,419.7,230.543592898576,364.2,200.057127790473,0.165,463.5,0.254603181578485,0.3278,119.38476,65.578726489717
"lt_202010_56_General_Creek_SimFire.landisFuels_fut_cli_A2","SimFire_landisFuels_fut_cli_A2","56_General_Creek",1820.48,26428637,1451.74003559501,19440717,1067.88962251714,3640,1999.47266654948,483,265.314642292143,419.5,230.433731763051,0.102,2424.4,1.33173668483037,0.2867,120.27065,66.0653508964669
"lt_202010_56_General_Creek_SimFire.landisFuels_obs_cli","SimFire_landisFuels_obs_cli","56_General_Creek",1820.48,23141244,1271.16167164704,16397305,900.713273422394,1285.7,706.242309720513,416.8,228.950606433468,345.5,189.785111618914,0.203,439.9,0.241639567586571,0.31,107.105,58.8333846018632
"lt_202010_56_General_Creek_Thinn85","Thinn85","56_General_Creek",1820.48,23141244,1271.16167164704,16068479,882.650674547372,87.6,48.1191773598172,413.6,227.192828265073,293.2,161.056424679205,0.585,379.6,0.208516435225875,0.2555,74.9126,41.149916505537
"lt_202010_56_General_Creek_Thinn93","Thinn93","56_General_Creek",1820.48,23141244,1271.16167164704,16065137,882.46709658991,79.3,43.5599402355423,413.6,227.192828265073,291.7,160.23246616277,0.592,381.6,0.209615046581121,0.2552,74.44184,40.891325364739
"lt_202010_56_General_Creek_Thinn96","Thinn96","56_General_Creek",1820.48,23141244,1271.16167164704,16063403,882.37184698541,77.3,42.4613288802953,413.6,227.192828265073,291.8,160.287396730533,0.594,388.8,0.213570047460011,0.2552,74.46736,40.9053436456319
"lt_202010_57_McKinney_Creek_CurCond","CurCond","57_McKinney_Creek",1308.3,16192154,1237.64839868532,11015121,841.941527172667,21.4,16.3571046396087,296.5,226.62997783383,299.4,228.846594817702,0.942,382.3,0.292211266529084,0.196,58.6824,44.8539325842697
"lt_202010_57_McKinney_Creek_HighSev","HighSev","57_McKinney_Creek",1308.3,16192154,1237.64839868532,12555081,959.648475120385,10533.9,8051.59367117634,344.9,263.624550943973,3885.8,2970.11388825193,0.357,4386.1,3.35251853550409,0.2589,1006.03362,768.962485668425
"lt_202010_57_McKinney_Creek_LowSev","LowSev","57_McKinney_Creek",1308.3,16192154,1237.64839868532,11582172,885.284109149278,378.2,289.077428724299,309.7,236.719406863869,443.2,338.7602231904,0.644,1668.9,1.27562485668425,0.2097,92.93904,71.0380188030268
"lt_202010_57_McKinney_Creek_ModSev","ModSev","57_McKinney_Creek",1308.3,16192154,1237.64839868532,12097699,924.688450661163,2308.1,1764.19781395704,327.2,250.095543835512,1178.7,900.940151341435,0.447,22452961.1,17161.9361767179,0.2371,279.46977,213.612909883054
"lt_202010_57_McKinney_Creek_PrescFire","PrescFire","57_McKinney_Creek",1308.3,16192154,1237.64839868532,11289483,862.912405411603,190.3,145.455935183062,301.9,230.757471527937,370.1,282.886188183138,0.752,466.8,0.356798899335015,0.2035,75.31535,57.5673392952687
"lt_202010_57_McKinney_Creek_SimFire.fccsFuels_obs_cli","SimFire_fccsFuels_obs_cli","57_McKinney_Creek",1308.3,16192154,1237.64839868532,11793518,901.438355117328,601.2,459.52763127723,312.7,239.012458916151,659.7,504.242146296721,0.722,4555741.7,3482.18428494994,0.1887,124.48539,95.1504930061913
"lt_202010_57_McKinney_Creek_SimFire.landisFuels_fut_cli_A2","SimFire_landisFuels_fut_cli_A2","57_McKinney_Creek",1308.3,21731679,1661.06237101582,16637065,1271.65520140641,3150.9,2408.39257051135,435.8,333.104028128105,2596.1,1984.33081097608,0.724,2935.3,2.24359856302071,0.1908,495.33588,378.610318734235
"lt_202010_57_McKinney_Creek_SimFire.landisFuels_obs_cli","SimFire_landisFuels_obs_cli","57_McKinney_Creek",1308.3,16192154,1237.64839868532,11817571,903.276847817779,714.3,545.975693648246,313.5,239.623939463426,721.3,551.326148436903,0.702,4376468.7,3345.15684476038,0.1943,140.14859,107.12267064129
"lt_202010_57_McKinney_Creek_Thinn85","Thinn85","57_McKinney_Creek",1308.3,16192154,1237.64839868532,11562714,883.796835588168,54.5,41.6571122831155,313,239.241764121379,329.9,252.159290682565,0.898,426.6,0.326072001834442,0.1983,65.41917,50.0031873423527
"lt_202010_57_McKinney_Creek_Thinn93","Thinn93","57_McKinney_Creek",1308.3,16192154,1237.64839868532,11557892,883.428265688298,45.7,34.9308262630895,312.9,239.165329052969,328.3,250.936329588015,0.915,421.7,0.322326683482382,0.1973,64.77359,49.5097378277154
"lt_202010_57_McKinney_Creek_Thinn96","Thinn96","57_McKinney_Creek",1308.3,16192154,1237.64839868532,11555055,883.21141939922,43,32.8670794160361,312.9,239.165329052969,327.4,250.248413972331,0.92,419.7,0.320797982114194,0.1973,64.59602,49.3740120767408
"lt_202010_5_Dollar_Creek_CurCond","CurCond","5_Dollar_Creek",262.6,2537291,966.218964204113,1130932,430.667174409749,0,0,13.2,50.2665651180503,13.3,50.6473724295506,1.003,20.2,0.0769230769230769,0.1918,2.55094,9.71416603198782
"lt_202010_5_Dollar_Creek_HighSev","HighSev","5_Dollar_Creek",262.6,2537291,966.218964204113,1829184,696.566641279513,147.7,562.452399086062,21.9,83.3968012185834,125,476.009139375476,0.737,145.9,0.555597867479056,0.2222,27.775,105.769230769231
"lt_202010_5_Dollar_Creek_LowSev","LowSev","5_Dollar_Creek",262.6,2537291,966.218964204113,1627579,619.793983244478,3.4,12.9474485910129,18.7,71.2109672505712,21.2,80.7311500380807,0.959,31,0.118050266565118,0.1975,4.187,15.9444021325209
"lt_202010_5_Dollar_Creek_ModSev","ModSev","5_Dollar_Creek",262.6,2537291,966.218964204113,1736483,661.265422696116,21.7,82.6351865955826,20.6,78.4463061690784,39.4,150.03808073115,0.93,51.4,0.195734958111196,0.1948,7.67512,29.227418126428
"lt_202010_5_Dollar_Creek_PrescFire","PrescFire","5_Dollar_Creek",262.6,2537291,966.218964204113,1493116,568.589489718203,1.1,4.18888042650419,17.3,65.8796648895659,18.5,70.4493526275704,1.003,27.4,0.104341203351104,0.1911,3.53535,13.4628712871287
"lt_202010_5_Dollar_Creek_SimFire.fccsFuels_obs_cli","SimFire_fccsFuels_obs_cli","5_Dollar_Creek",262.6,2537291,966.218964204113,1703863,648.843488194973,20.6,78.4463061690784,19.4,73.8766184310739,37,140.898705255141,0.924,48.6,0.185072353389185,0.1941,7.1817,27.3484386900228
"lt_202010_5_Dollar_Creek_SimFire.landisFuels_fut_cli_A2","SimFire_landisFuels_fut_cli_A2","5_Dollar_Creek",262.6,2493571,949.570068545316,1614635,614.864813404417,58.9,224.295506473724,17.4,66.2604722010662,69,262.757044935263,0.906,83.4,0.317593297791318,0.2029,14.0001,53.3134044173648
"lt_202010_5_Dollar_Creek_SimFire.landisFuels_obs_cli","SimFire_landisFuels_obs_cli","5_Dollar_Creek",262.6,2537291,966.218964204113,1696176,645.91622239147,20.6,78.4463061690784,19.3,73.4958111195735,36.9,140.51789794364,0.924,48.5,0.184691546077685,0.1941,7.16229,27.2745239908606
"lt_202010_5_Dollar_Creek_Thinn85","Thinn85","5_Dollar_Creek",262.6,2537291,966.218964204113,1557938,593.27418126428,0.4,1.52322924600152,18.3,69.6877380045697,18.8,71.5917745620716,1.003,28.2,0.107387661843107,0.1908,3.58704,13.6597105864433
"lt_202010_5_Dollar_Creek_Thinn93","Thinn93","5_Dollar_Creek",262.6,2537291,966.218964204113,1556650,592.783701447068,0.5,1.9040365575019,18.3,69.6877380045697,18.8,71.5917745620716,1.002,28.1,0.107006854531607,0.1911,3.59268,13.6811881188119
"lt_202010_5_Dollar_Creek_Thinn96","Thinn96","5_Dollar_Creek",262.6,2537291,966.218964204113,1556088,592.569687738005,0.4,1.52322924600152,18.3,69.6877380045697,18.7,71.2109672505712,1.003,28.1,0.107006854531607,0.1908,3.56796,13.587052551409
"lt_202010_62_Blackwood_Creek_CurCond","CurCond","62_Blackwood_Creek",2665.96,39368162,1476.69739981095,28634421,1074.07541748563,1476.3,553.759246200243,1906.5,715.127008657294,1725.3,647.158997134241,0.51,1856.6,0.696409548530361,0.2807,484.29171,181.657530495581
"lt_202010_62_Blackwood_Creek_HighSev","HighSev","62_Blackwood_Creek",2665.96,39368162,1476.69739981095,31983701,1199.70670977809,59234.9,22218.9755285151,2118.2,794.535551921259,14049.2,5269.84650932497,0.229,14243.9,5.34287836276613,0.392,5507.2864,2065.77983165539
"lt_202010_62_Blackwood_Creek_LowSev","LowSev","62_Blackwood_Creek",2665.96,39368162,1476.69739981095,30002280,1125.38372668757,3199.9,1200.2805743522,1967.9,738.158111899653,2953.7,1107.93110174196,0.572,3094.6,1.16078260739096,0.273,806.3601,302.465190775556
"lt_202010_62_Blackwood_Creek_ModSev","ModSev","62_Blackwood_Creek",2665.96,39368162,1476.69739981095,31035527,1164.14075980135,15275.4,5729.79339524974,2023.6,759.051148554367,7113.8,2668.38212126213,0.411,7273.4,2.72824798571621,0.3303,2349.68814,881.366614652883
"lt_202010_62_Blackwood_Creek_PrescFire","PrescFire","62_Blackwood_Creek",2665.96,39368162,1476.69739981095,29245397,1096.99309066903,1256.1,471.162358024877,1925.4,722.216387342646,1786.3,670.040060616063,0.561,1920.9,0.72052844003661,0.2777,496.05551,186.070124833081
"lt_202010_62_Blackwood_Creek_SimFire.fccsFuels_obs_cli","SimFire_fccsFuels_obs_cli","62_Blackwood_Creek",2665.96,39368162,1476.69739981095,30138907,1130.50859727828,4611.2,1729.65835946526,1974.8,740.746297768909,3875.3,1453.62271001815,0.588,4016.7,1.50666176536782,0.2518,975.80054,366.022198382571
"lt_202010_62_Blackwood_Creek_SimFire.landisFuels_fut_cli_A2","SimFire_landisFuels_fut_cli_A2","62_Blackwood_Creek",2665.96,54641421,2049.5964305541,43703782,1639.32624645531,15555.2,5834.74620774505,2630.8,986.811505048838,10528.1,3949.08400726192,0.579,10725.3,4.02305360920644,0.2669,2809.94989,1054.01052153821
"lt_202010_62_Blackwood_Creek_SimFire.landisFuels_obs_cli","SimFire_landisFuels_obs_cli","62_Blackwood_Creek",2665.96,39368162,1476.69739981095,30131116,1130.21635733469,4512.4,1692.59853861273,1983.1,743.859622800042,3829.7,1436.51817731699,0.59,3974.1,1.49068253087068,0.2538,971.97786,364.588313403052
"lt_202010_62_Blackwood_Creek_Thinn85","Thinn85","62_Blackwood_Creek",2665.96,39368162,1476.69739981095,29756388,1116.16033248811,1730.3,649.034494140947,1945.5,729.755885309607,2165.6,812.315263544839,0.589,2305.5,0.864791669792495,0.268,580.3808,217.700490630017
"lt_202010_62_Blackwood_Creek_Thinn93","Thinn93","62_Blackwood_Creek",2665.96,39368162,1476.69739981095,29747490,1115.8265690408,1666.1,624.953112574832,1944.9,729.530825668802,2131.1,799.374334198563,0.59,2268.9,0.851063031703401,0.269,573.2659,215.031695899413
"lt_202010_62_Blackwood_Creek_Thinn96","Thinn96","62_Blackwood_Creek",2665.96,39368162,1476.69739981095,29743253,1115.66763942445,1646,617.413614607871,1944.6,729.4182958484,2117.8,794.385512160723,0.59,2256.5,0.846411799126769,0.269,569.6882,213.689702771234
"lt_202010_63_Intervening_Area_Ward_Creek_CurCond","CurCond","63_Intervening_Area_Ward_Creek",160.18,2019716,1260.9039830191,1336260,834.223998002248,0.1,0.624297665126732,48.6,303.408665251592,48.8,304.657260581845,1.001,60.3,0.37645149207142,0.1918,9.35984,58.433262579598
"lt_202010_63_Intervening_Area_Ward_Creek_HighSev","HighSev","63_Intervening_Area_Ward_Creek",160.18,2019716,1260.9039830191,1540565,961.771132475965,122.2,762.891746784867,56.3,351.47958546635,182.1,1136.84604819578,1.02,207.9,1.29791484579848,0.2202,40.09842,250.333499812711
"lt_202010_63_Intervening_Area_Ward_Creek_LowSev","LowSev","63_Intervening_Area_Ward_Creek",160.18,2019716,1260.9039830191,1425047,889.653514795855,3,18.728929953802,51.8,323.386190535647,54.9,342.739418154576,1.002,68.2,0.425771007616431,0.1942,10.66158,66.5599950056187
"lt_202010_63_Intervening_Area_Ward_Creek_ModSev","ModSev","63_Intervening_Area_Ward_Creek",160.18,2019716,1260.9039830191,1490135,930.287801223623,15.2,94.8932450992633,54.5,340.242227494069,70,437.008365588713,1.004,84.4,0.526907229366962,0.2007,14.049,87.7075789736546
"lt_202010_63_Intervening_Area_Ward_Creek_PrescFire","PrescFire","63_Intervening_Area_Ward_Creek",160.18,2019716,1260.9039830191,1366500,853.10275939568,0.9,5.61867898614059,49.8,310.900237233113,50.8,317.14321388438,1.001,68.6,0.428268198276938,0.1925,9.779,61.0500686727432
"lt_202010_63_Intervening_Area_Ward_Creek_SimFire.fccsFuels_obs_cli","SimFire_fccsFuels_obs_cli","63_Intervening_Area_Ward_Creek",160.18,2019716,1260.9039830191,1439666,898.780122362342,4,24.9719066050693,52.1,325.259083531028,56.3,351.47958546635,1.003,69.2,0.432013984267699,0.1952,10.98976,68.6088150830316
"lt_202010_63_Intervening_Area_Ward_Creek_SimFire.landisFuels_fut_cli_A2","SimFire_landisFuels_fut_cli_A2","63_Intervening_Area_Ward_Creek",160.18,2232215,1393.56661256087,1627527,1016.06130603072,32.1,200.399550505681,58.5,365.214134099138,91.6,571.856661256087,1.011,117.1,0.731052565863404,0.2065,18.9154,118.088400549382
"lt_202010_63_Intervening_Area_Ward_Creek_SimFire.landisFuels_obs_cli","SimFire_landisFuels_obs_cli","63_Intervening_Area_Ward_Creek",160.18,2019716,1260.9039830191,1445126,902.188787613934,4.1,25.596204270196,52.3,326.507678861281,56.6,353.352478461731,1.003,69.5,0.433886877263079,0.1952,11.04832,68.9744037957298
"lt_202010_63_Intervening_Area_Ward_Creek_Thinn85","Thinn85","63_Intervening_Area_Ward_Creek",160.18,2019716,1260.9039830191,1400837,874.539268323137,0.4,2.49719066050693,51.4,320.88899987514,51.8,323.386190535647,1.001,64,0.399550505681109,0.1918,9.93524,62.0254713447372
